№ услуги;Полное наименование услуги;Сокращенное наименование услуги;Теги по услуге;Вопрос;Ответ
22.00.01;Предоставлять меры социальной поддержки выпускникам организаций для детей-сирот и детей, оставшихся без попечения родителей, специальных учебно-воспитательных учреждений открытого и закрытого типа, в которых они обучались и воспитывались, выпускникам государственных образовательных учреждений, обучавшимся по очной форме обучения по основным профессиональным образовательным программам и (или) программам профессиональной подготовки по профессиям рабочих, должностям служащих, - детям-сиротам и детям, оставшимся без попечения родителей, лицам из числа детей-сирот и детей, оставшихся без попечения родителей, лицам, потерявшим в период обучения обоих родителей или единственного родителя, за исключением лиц, продолжающих обучение по очной форме в государственных образовательных учреждениях, реализующих основные профессиональные образовательные программы и (или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, в виде единовременного денежного пособия и единовременной денежной компенсации расходов на покупку комплекта одежды, обуви, мягкого инвентаря и оборудования;Единовременное денежное пособие и компенсация на покупку одежды, обуви, мягкого инвентаря и оборудования детям-сиротам и детям, оставшимся без попечения родителей ЕДП и ЕДК выпускникам ОУ СПб из числа детей-сирот на покупку одежды, обуви, мягкого инвентаря;Сироты, денежное пособие сиротам,  покупка одежды;Основания для отказа в предоставлении государственной услуги;"отсутствие у заявителя права на предоставление государственной услуги;
- представление неполных и(или) недостоверных сведений и документов, необходимых для назначения мер социальной поддержки и дополнительных мер социальной поддержки семьям, имеющим детей, обязанность представления которых возложена на заявителя."
22.00.01;Предоставлять меры социальной поддержки выпускникам организаций для детей-сирот и детей, оставшихся без попечения родителей, специальных учебно-воспитательных учреждений открытого и закрытого типа, в которых они обучались и воспитывались, выпускникам государственных образовательных учреждений, обучавшимся по очной форме обучения по основным профессиональным образовательным программам и (или) программам профессиональной подготовки по профессиям рабочих, должностям служащих, - детям-сиротам и детям, оставшимся без попечения родителей, лицам из числа детей-сирот и детей, оставшихся без попечения родителей, лицам, потерявшим в период обучения обоих родителей или единственного родителя, за исключением лиц, продолжающих обучение по очной форме в государственных образовательных учреждениях, реализующих основные профессиональные образовательные программы и (или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, в виде единовременного денежного пособия и единовременной денежной компенсации расходов на покупку комплекта одежды, обуви, мягкого инвентаря и оборудования;Единовременное денежное пособие и компенсация на покупку одежды, обуви, мягкого инвентаря и оборудования детям-сиротам и детям, оставшимся без попечения родителей ЕДП и ЕДК выпускникам ОУ СПб из числа детей-сирот на покупку одежды, обуви, мягкого инвентаря;Сироты, денежное пособие сиротам,  покупка одежды;Результат предоставления государственной услуги;"принятие администрацией района решения о предоставлении единовременного денежного пособия и единовременной денежной компенсации расходов на покупку комплекта одежды, обуви, мягкого инвентаря и оборудования;
- принятие администрацией района решения об отказе в предоставлении единовременного денежного пособия и единовременной денежной компенсации расходов на покупку комплекта одежды, обуви, мягкого инвентаря и оборудования."
22.00.01;Предоставлять меры социальной поддержки выпускникам организаций для детей-сирот и детей, оставшихся без попечения родителей, специальных учебно-воспитательных учреждений открытого и закрытого типа, в которых они обучались и воспитывались, выпускникам государственных образовательных учреждений, обучавшимся по очной форме обучения по основным профессиональным образовательным программам и (или) программам профессиональной подготовки по профессиям рабочих, должностям служащих, - детям-сиротам и детям, оставшимся без попечения родителей, лицам из числа детей-сирот и детей, оставшихся без попечения родителей, лицам, потерявшим в период обучения обоих родителей или единственного родителя, за исключением лиц, продолжающих обучение по очной форме в государственных образовательных учреждениях, реализующих основные профессиональные образовательные программы и (или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, в виде единовременного денежного пособия и единовременной денежной компенсации расходов на покупку комплекта одежды, обуви, мягкого инвентаря и оборудования;Единовременное денежное пособие и компенсация на покупку одежды, обуви, мягкого инвентаря и оборудования детям-сиротам и детям, оставшимся без попечения родителей ЕДП и ЕДК выпускникам ОУ СПб из числа детей-сирот на покупку одежды, обуви, мягкого инвентаря;Сироты, денежное пособие сиротам,  покупка одежды;"Срок предоставления услуги
";не более 25 рабочих дней. Решение о предоставлении государственной услуги либо об отказе в ее предоставлении принимается администрацией района в течение десяти рабочих дней со дня поступления заявления и документов (сведений) в администрацию района.
26.00.01;"Предоставлять меры социальной поддержки выпускникам государственных образовательных учреждений, специальных учебно-воспитательных учреждений открытого и закрытого типа, в которых они обучались и воспитывались, выпускникам государственных образовательных учреждений, обучавшимся по очной форме обучения в государственных образовательных учреждениях, реализующих основные профессиональные образовательные программы и(или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, - детям-сиротам и детям, оставшимся без попечения родителей, лицам из числа детей-сирот и детей, оставшихся без попечения родителей, лицам, потерявшим в период обучения обоих родителей или единственного родителя, при поступлении в государственные образовательные учреждения, реализующие основные профессиональные образовательные программы и (или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, в виде обеспечения бесплатным комплектом одежды, обуви, мягким инвентарем и оборудованием либо в виде выплаты единовременной денежной компенсации в размере, необходимом для приобретения комплекта одежды, обуви, мягкого инвентаря и оборудования, а также в виде выплаты единовременного денежного пособия
";"Единовременное пособие выпускникам образовательных учреждений из числа детей-сирот и детей, оставшихся без попечения родителей, при поступлении в образовательные учреждения
ЕДП и комплект одежды выпускникам ОУ СПб из числа детей-сирот, при поступлении в ОУ СПб";Сироты, единовременное пособие сиротам,  при поступлении;Кто является заявителем?;"Получатели услуги - выпускники государственных образовательных учреждений, специальных учебно-воспитательных учреждений открытого и закрытого типа, в которых они обучались и воспитывались, выпускники государственных образовательных учреждений, обучавшиеся по очной форме обучения в государственных образовательных учреждениях, реализующих основные профессиональные образовательные программы и(или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, при поступлении в государственные образовательные учреждения, реализующие основные профессиональные образовательные программы и(или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, независимо от их места жительства или места пребывания:
- дети-сироты,
дети-сироты - граждане в возрасте до 18 лет, у которых умерли оба или единственный родитель
- дети, оставшиеся без попечения родителей,
дети, оставшиеся без попечения родителей, - граждане в возрасте до 18 лет, которые остались без попечения единственного родителя или обоих родителей в связи с лишением их родительских прав, ограничением их в родительских правах, признанием родителей безвестно отсутствующими, недееспособными (ограниченно дееспособными), объявлением их умершими, установлением судом факта утраты лицом попечения родителей, отбыванием родителями наказания в учреждениях, исполняющих наказание в виде лишения свободы, нахождением родителей в местах содержания под стражей подозреваемых и обвиняемых в совершении преступлений, уклонением родителей от воспитания своих детей или от защиты их прав и интересов, отказом родителей взять своих детей из образовательных организаций, медицинских организаций, организаций, оказывающих социальные услуги, а также в случае, если единственный родитель или оба родителя неизвестны, в иных случаях признания детей оставшимися без попечения родителей в установленном законом порядке
- лица из числа детей-сирот и детей, оставшихся без попечения родителей,
лица из числа детей-сирот и детей, оставшихся без попечения родителей, - граждане в возрасте от 18 до 23 лет, у которых, когда они находились в возрасте до 18 лет, умерли оба или единственный родитель, а также которые остались без попечения обоих или единственного родителя и имеют в соответствии с действующим законодательством право на дополнительные гарантии по социальной поддержке
-лица, потерявшие в период обучения обоих или единственного родителя
лица, потерявшие в период обучения обоих родителей или единственного родителя, - лица в возрасте от 18 до 23 лет, у которых в период их обучения по основным профессиональным образовательным программам и(или) по программам профессиональной подготовки по профессиям рабочих, должностям служащих умерли оба родителя или единственный родитель"
26.00.01;"Предоставлять меры социальной поддержки выпускникам государственных образовательных учреждений, специальных учебно-воспитательных учреждений открытого и закрытого типа, в которых они обучались и воспитывались, выпускникам государственных образовательных учреждений, обучавшимся по очной форме обучения в государственных образовательных учреждениях, реализующих основные профессиональные образовательные программы и(или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, - детям-сиротам и детям, оставшимся без попечения родителей, лицам из числа детей-сирот и детей, оставшихся без попечения родителей, лицам, потерявшим в период обучения обоих родителей или единственного родителя, при поступлении в государственные образовательные учреждения, реализующие основные профессиональные образовательные программы и (или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, в виде обеспечения бесплатным комплектом одежды, обуви, мягким инвентарем и оборудованием либо в виде выплаты единовременной денежной компенсации в размере, необходимом для приобретения комплекта одежды, обуви, мягкого инвентаря и оборудования, а также в виде выплаты единовременного денежного пособия
";"Единовременное пособие выпускникам образовательных учреждений из числа детей-сирот и детей, оставшихся без попечения родителей, при поступлении в образовательные учреждения
ЕДП и комплект одежды выпускникам ОУ СПб из числа детей-сирот, при поступлении в ОУ СПб";Сироты, единовременное пособие сиротам,  при поступлении;Сумма выплаты?;"Единовременное денежное пособие в 2023 году - 11 240 руб.

Компенсация расходов для приобретения бесплатного комплекта одежды, обуви, мягкого инвентаря и оборудования на 2023 год (размер компенсации определяется ОСЗН):
выпускникам, самостоятельно проживающим (не в общежитии)
- мальчики 29 177, 85 руб.;
- девочки 30 771, 30 руб.;
выпускникам, проживающим в общежитии
- мальчики 22 548, 11 руб.;
- девочки 24 141, 56 руб."
26.00.01;"Предоставлять меры социальной поддержки выпускникам государственных образовательных учреждений, специальных учебно-воспитательных учреждений открытого и закрытого типа, в которых они обучались и воспитывались, выпускникам государственных образовательных учреждений, обучавшимся по очной форме обучения в государственных образовательных учреждениях, реализующих основные профессиональные образовательные программы и(или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, - детям-сиротам и детям, оставшимся без попечения родителей, лицам из числа детей-сирот и детей, оставшихся без попечения родителей, лицам, потерявшим в период обучения обоих родителей или единственного родителя, при поступлении в государственные образовательные учреждения, реализующие основные профессиональные образовательные программы и (или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, в виде обеспечения бесплатным комплектом одежды, обуви, мягким инвентарем и оборудованием либо в виде выплаты единовременной денежной компенсации в размере, необходимом для приобретения комплекта одежды, обуви, мягкого инвентаря и оборудования, а также в виде выплаты единовременного денежного пособия
";"Единовременное пособие выпускникам образовательных учреждений из числа детей-сирот и детей, оставшихся без попечения родителей, при поступлении в образовательные учреждения
ЕДП и комплект одежды выпускникам ОУ СПб из числа детей-сирот, при поступлении в ОУ СПб";Сироты, единовременное пособие сиротам,  при поступлении;Документ, удостоверяющий личность заявителя;"паспорт гражданина РФ;
- временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).Свидетельство о рождении ребенка, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык."
26.00.01;"Предоставлять меры социальной поддержки выпускникам государственных образовательных учреждений, специальных учебно-воспитательных учреждений открытого и закрытого типа, в которых они обучались и воспитывались, выпускникам государственных образовательных учреждений, обучавшимся по очной форме обучения в государственных образовательных учреждениях, реализующих основные профессиональные образовательные программы и(или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, - детям-сиротам и детям, оставшимся без попечения родителей, лицам из числа детей-сирот и детей, оставшихся без попечения родителей, лицам, потерявшим в период обучения обоих родителей или единственного родителя, при поступлении в государственные образовательные учреждения, реализующие основные профессиональные образовательные программы и (или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, в виде обеспечения бесплатным комплектом одежды, обуви, мягким инвентарем и оборудованием либо в виде выплаты единовременной денежной компенсации в размере, необходимом для приобретения комплекта одежды, обуви, мягкого инвентаря и оборудования, а также в виде выплаты единовременного денежного пособия
";"Единовременное пособие выпускникам образовательных учреждений из числа детей-сирот и детей, оставшихся без попечения родителей, при поступлении в образовательные учреждения
ЕДП и комплект одежды выпускникам ОУ СПб из числа детей-сирот, при поступлении в ОУ СПб";Сироты, единовременное пособие сиротам,  при поступлении; Документы, предоставляемые при обращении представителя ;"документ, удостоверяющий личность доверенного лица по доверенности (паспорт гражданина Российской Федерации или временное удостоверение личности, выданное на период его замены, паспорт иностранного гражданина, вид на жительство, удостоверение беженца).

- доверенность, оформленная в соответствии с действующим законодательством РФ. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении.
При предоставлении доверенности, удостоверенной нотариально либо в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ, в которой содержатся сведения о реквизитах документа, удостоверяющего личность заявителя, предоставление подлинника документа, удостоверяющего личность заявителя, либо его нотариально удостоверенной копии, не требуется.
ИЛИ
- доверенность в простой письменной форме (рекомендуемая форма доверенности) вместе с паспортом или нотариально заверенной копией паспорта получателя услуги.
ИЛИ
- документ, подтверждающий право законного представителя выступать от имени ребенка (акт органа опеки и попечительства о назначении опекуном или попечителем, акт органа исполнительной власти субъекта Российской Федерации о назначении руководителем организации для детей-сирот и детей, оставшихся без попечения родителей (для государственных организаций), акт учредителя о назначении руководителем организации для детей-сирот и детей, оставшихся без попечения родителей (для негосударственных организаций)."
26.00.01;"Предоставлять меры социальной поддержки выпускникам государственных образовательных учреждений, специальных учебно-воспитательных учреждений открытого и закрытого типа, в которых они обучались и воспитывались, выпускникам государственных образовательных учреждений, обучавшимся по очной форме обучения в государственных образовательных учреждениях, реализующих основные профессиональные образовательные программы и(или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, - детям-сиротам и детям, оставшимся без попечения родителей, лицам из числа детей-сирот и детей, оставшихся без попечения родителей, лицам, потерявшим в период обучения обоих родителей или единственного родителя, при поступлении в государственные образовательные учреждения, реализующие основные профессиональные образовательные программы и (или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, в виде обеспечения бесплатным комплектом одежды, обуви, мягким инвентарем и оборудованием либо в виде выплаты единовременной денежной компенсации в размере, необходимом для приобретения комплекта одежды, обуви, мягкого инвентаря и оборудования, а также в виде выплаты единовременного денежного пособия
";"Единовременное пособие выпускникам образовательных учреждений из числа детей-сирот и детей, оставшихся без попечения родителей, при поступлении в образовательные учреждения
ЕДП и комплект одежды выпускникам ОУ СПб из числа детей-сирот, при поступлении в ОУ СПб";Сироты, единовременное пособие сиротам,  при поступлении;Какие документы нужно представить заявителю?;"1 Документ, подтверждающий, что выпускник принадлежит к категории детей-сирот, или детей, оставшихся без попечения родителей, или лиц из числа детей-сирот и детей, оставшихся без попечения родителей, или лиц, потерявших в период обучения обоих родителей или единственного родителя: 
- вступившее в законную силу решение суда о лишении (ограничении) родителей родительских прав;
- вступившее в законную силу решение суда о признании родителей безвестно отсутствующими (умершими);
- вступившее в законную силу решение суда о признании родителей недееспособными (ограниченно дееспособными);
- вступившее в законную силу решение суда об установлении факта отсутствия родительского попечения над ребенком;
- письменное согласие матери и (или) отца ребенка на усыновление (удочерение);
- вступивший в законную силу приговор суда о назначении наказания матери (отцу) ребенка в виде лишения свободы;
- вступившее в законную силу постановление судьи об избрании меры пресечения матери (отцу) ребенка в виде заключения под стражу;
- вступившее в законную силу постановление суда о принудительном лечении матери и (или) отца ребенка в медицинской организации, оказывающей психиатрическую помощь в стационарных условиях;
- свидетельство о рождении, не содержащее сведений о матери и (или) отце ребенка, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык;
- справка о рождении, подтверждающая, что сведения об отце ребенка внесены в запись акта о рождении на основании заявления матери ребенка, выданная компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык;
- свидетельство о смерти матери и (или) отца, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык. 2 Справка, подтверждающая подачу документов и заявления в отношении ребенка-сироты и ребенка, оставшегося без попечения родителей, на прием в гражданство Российской Федерации (для детей-сирот и детей, оставшихся без попечения родителей, не имеющих документов, которыми в соответствии с федеральным законодательством в сфере гражданства Российской Федерации может быть удостоверено наличие у них гражданства Российской Федерации, до оформления наличия гражданства Российской Федерации)."
26.00.01;"Предоставлять меры социальной поддержки выпускникам государственных образовательных учреждений, специальных учебно-воспитательных учреждений открытого и закрытого типа, в которых они обучались и воспитывались, выпускникам государственных образовательных учреждений, обучавшимся по очной форме обучения в государственных образовательных учреждениях, реализующих основные профессиональные образовательные программы и(или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, - детям-сиротам и детям, оставшимся без попечения родителей, лицам из числа детей-сирот и детей, оставшихся без попечения родителей, лицам, потерявшим в период обучения обоих родителей или единственного родителя, при поступлении в государственные образовательные учреждения, реализующие основные профессиональные образовательные программы и (или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, в виде обеспечения бесплатным комплектом одежды, обуви, мягким инвентарем и оборудованием либо в виде выплаты единовременной денежной компенсации в размере, необходимом для приобретения комплекта одежды, обуви, мягкого инвентаря и оборудования, а также в виде выплаты единовременного денежного пособия
";"Единовременное пособие выпускникам образовательных учреждений из числа детей-сирот и детей, оставшихся без попечения родителей, при поступлении в образовательные учреждения
ЕДП и комплект одежды выпускникам ОУ СПб из числа детей-сирот, при поступлении в ОУ СПб";Сироты, единовременное пособие сиротам,  при поступлении;Основания для отказа в приеме документов;"непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя."
26.00.01;"Предоставлять меры социальной поддержки выпускникам государственных образовательных учреждений, специальных учебно-воспитательных учреждений открытого и закрытого типа, в которых они обучались и воспитывались, выпускникам государственных образовательных учреждений, обучавшимся по очной форме обучения в государственных образовательных учреждениях, реализующих основные профессиональные образовательные программы и(или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, - детям-сиротам и детям, оставшимся без попечения родителей, лицам из числа детей-сирот и детей, оставшихся без попечения родителей, лицам, потерявшим в период обучения обоих родителей или единственного родителя, при поступлении в государственные образовательные учреждения, реализующие основные профессиональные образовательные программы и (или) программы профессиональной подготовки по профессиям рабочих, должностям служащих, в виде обеспечения бесплатным комплектом одежды, обуви, мягким инвентарем и оборудованием либо в виде выплаты единовременной денежной компенсации в размере, необходимом для приобретения комплекта одежды, обуви, мягкого инвентаря и оборудования, а также в виде выплаты единовременного денежного пособия
";"Единовременное пособие выпускникам образовательных учреждений из числа детей-сирот и детей, оставшихся без попечения родителей, при поступлении в образовательные учреждения
ЕДП и комплект одежды выпускникам ОУ СПб из числа детей-сирот, при поступлении в ОУ СПб";Сироты, единовременное пособие сиротам,  при поступлении;"Основания для отказа в предоставлении государственной услуги
";"отсутствие у заявителя права на предоставление государственной услуги;
- представление неполных и(или) недостоверных сведений и документов, необходимых для назначения мер социальной поддержки и дополнительных мер социальной поддержки семьям, имеющим детей, обязанность представления которых возложена на заявителя."
