Keywords;Answer
удостоверять заявитель отказ услуга основание;" непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
- непредставление заявителем (представителем) согласия на обработку персональных данных лица, не являющегося заявителем (представителем) для предоставления государственной услуги необходима обработка персональных данных такого лица (лицо, который является отцом либо матерью ребенка в зависимости кто подает заявление на получение государственной услуги)."
срок рабочий услуга предоставление администрация;"не более 29 рабочих дней со дня поступления заявления в администрацию района.
Срок принятия администрацией района решение о назначении пособия или об отказе в его назначении - 10 рабочих дней со дня подачи заявления и документов в случае, если указанные документы не требуют проверки содержащихся в них сведений."
услуга пасынки случай учитываться;"Только в случаях, прямо предусмотренных Социальным кодексом и Порядками №1 
и № 2. Пасынки и падчерицы учитываются в составе семьи, если они проживают совместно.
Пасынки и падчерицы – это ребенок (дети) одного из супругов по отношению 
к другому супругу, только в случае если брак между ними заключен.
"
необходимый услуга легализовывать российский федерация;"На документах должен быть проставлен «апостиль» в соответствии с Гаагской конвенцией, отменяющей требование легализации иностранных официальных документов либо справка должна быть легализована консульским учреждением Российской Федерации за пределами территории Российской Федерации (Российская Федерация присоединилась 
к Гаагской конвенции с 31.05.1992).
В случае если между иностранным государством и Российской Федерацией заключен договор, отменяющий или упрощающий данную процедуру, или освобождает документ от легализации (второй абзац статьи 3 Гаагской конвенции), проставление «апостиль» 
не требуется, достаточно нотариально заверенного перевода на русский язык.
"
случай санкт место петербург жительство;"В случае установления места жительства семьи в Санкт-Петербурге по решению суда:
а) решение принимается администрацией района по месту жительства семьи, который указан в решении суда (как по аналогии с лицами «БОМЖ»);
б) пособия назначаются по срокам, как лицам, имеющим место жительства в Санкт-Петербурге. 
"
соответствие услуга одновременный рождение;"В соответствии с информацией, полученной посредством межведомственного взаимодействия от органов ЗАГСа, очередность рождения детей можно определить по актовой записи в свидетельствах о рождении.
"
возраст инвалид ребёнок;"Ежемесячное пособие на ребенка-инвалида с особыми потребностями назначается ребенку-инвалиду в возрасте до 18 лет, у которого в индивидуальной программе реабилитации инвалида (ИПР ребенка-инвалида) или в индивидуальной программе реабилитации или абилитации ребенка-инвалида (ИПРА ребенка-инвалида), выданными федеральным государственным учреждением медико-социальной экспертизы, имеется запись о наличии третьей степени ограничения по одной из основных категорий жизнедеятельности.

Ежемесячное пособие на ребенка-инвалида с особыми потребностями назначается с даты освидетельствования, указанной в ИПР ребенка-инвалида или ИПРА ребенка-инвалида, если обращение последовало не позднее 6 месяцев со дня возникновения права, не считая месяца подачи заявления.


"
ребёнок место возраст жительство инвалид;"Заявителем является законный представитель (родитель, усыновитель, опекун, попечитель) ребенка-инвалида с особыми потребностями в возрасте до 18 лет, при условии, что заявитель и ребенок, в отношении которого подается заявление, являются гражданами Российской Федерации, имеющими место жительства или место пребывания в Санкт-Петербурге, гражданами без определенного места жительства, лицами без гражданства, в том числе беженцами, имеющими место жительства или место пребывания в Санкт-Петербурге, иностранными гражданами, имеющими место жительство в Санкт-Петербурге.
"
возраст инвалид наличие ребёнок;При наличии в семье двух и более детей пособие назначается на каждого ребенка. 
руб ребёнок ежемесячный возраст инвалид;"Ежемесячное пособие на ребенка-инвалида с особыми потребностями в 2023 году - 19422 руб.
"
ребёнок инвалид право возраст родительский;"Гражданам, дети которых находятся на полном государственном обеспечении;
гражданам, лишенным родительских прав (ограниченных в родительских правах);
гражданам Российской Федерации, выехавшим на постоянное место жительства за пределы Российской Федерации."
ребёнок инвалид возраст гражданин просрочить;Паспорт гражданина РФ или временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
ребёнок доверенность возраст нотариально инвалид;1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
ребёнок заявление возраст выплата инвалид;Заявление о назначении выплаты.
документ возраст инвалид ребёнок;1. Документы, содержащие данные органов регистрационного учета заявителя и ребенка (детей), 2. Документы, подтверждающие наличие в семье детей. 3. Свидетельство о заключении (расторжении) брака, 4. Согласие на обработку персональных данных лица, не являющегося заявителем (представителем заявителя), 5. СНИЛС, 6. Реквизиты счета. 7. Индивидуальная программа реабилитации ребенка-инвалида (ИПР). 
удостоверять документ ребёнок возраст инвалид;"непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя"
удостоверять заявитель ребёнок возраст инвалид;" непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
- непредставление заявителем (представителем) согласия на обработку персональных данных лица, не являющегося заявителем (представителем) для предоставления государственной услуги необходима обработка персональных данных такого лица (лицо, который является отцом либо матерью ребенка в зависимости кто подает заявление на получение государственной услуги)."
ребёнок срок рабочий инвалид администрация;"не более 29 рабочих дней со дня поступления заявления в администрацию района.
Срок принятия администрацией района решение о назначении пособия или об отказе в его назначении - 10 рабочих дней со дня подачи заявления и документов в случае, если указанные документы не требуют проверки содержащихся в них сведений."
случай ребёнок возраст пасынки инвалид;"Только в случаях, прямо предусмотренных Социальным кодексом и Порядками №1 
и № 2. Пасынки и падчерицы учитываются в составе семьи, если они проживают совместно.
Пасынки и падчерицы – это ребенок (дети) одного из супругов по отношению 
к другому супругу, только в случае если брак между ними заключен.
"
ребёнок необходимый российский инвалид федерация;"На документах должен быть проставлен «апостиль» в соответствии с Гаагской конвенцией, отменяющей требование легализации иностранных официальных документов либо справка должна быть легализована консульским учреждением Российской Федерации за пределами территории Российской Федерации (Российская Федерация присоединилась 
к Гаагской конвенции с 31.05.1992).
В случае если между иностранным государством и Российской Федерацией заключен договор, отменяющий или упрощающий данную процедуру, или освобождает документ от легализации (второй абзац статьи 3 Гаагской конвенции), проставление «апостиль» 
не требуется, достаточно нотариально заверенного перевода на русский язык.
"
случай санкт место петербург жительство;"В случае установления места жительства семьи в Санкт-Петербурге по решению суда:
а) решение принимается администрацией района по месту жительства семьи, который указан в решении суда (как по аналогии с лицами «БОМЖ»);
б) пособия назначаются по срокам, как лицам, имеющим место жительства в Санкт-Петербурге. 
"
соответствие детский рождение ребёнок;"В соответствии с информацией, полученной посредством межведомственного взаимодействия от органов ЗАГСа, очередность рождения детей можно определить по актовой записи в свидетельствах о рождении.
"
инвалид потребность ребёнок;"Ежемесячное пособие на ребенка-инвалида с особыми потребностями назначается ребенку-инвалиду в возрасте до 18 лет, у которого в индивидуальной программе реабилитации инвалида (ИПР ребенка-инвалида) или в индивидуальной программе реабилитации или абилитации ребенка-инвалида (ИПРА ребенка-инвалида), выданными федеральным государственным учреждением медико-социальной экспертизы, имеется запись о наличии третьей степени ограничения по одной из основных категорий жизнедеятельности.

Ежемесячное пособие на ребенка-инвалида с особыми потребностями назначается с даты освидетельствования, указанной в ИПР ребенка-инвалида или ИПРА ребенка-инвалида, если обращение последовало не позднее 6 месяцев со дня возникновения права, не считая месяца подачи заявления.


"
ребёнок потребность место жительство инвалид;"Заявителем является законный представитель (родитель, усыновитель, опекун, попечитель) ребенка-инвалида с особыми потребностями в возрасте до 18 лет, при условии, что заявитель и ребенок, в отношении которого подается заявление, являются гражданами Российской Федерации, имеющими место жительства или место пребывания в Санкт-Петербурге, гражданами без определенного места жительства, лицами без гражданства, в том числе беженцами, имеющими место жительства или место пребывания в Санкт-Петербурге, иностранными гражданами, имеющими место жительство в Санкт-Петербурге.
"
наличие инвалид потребность ребёнок;При наличии в семье двух и более детей пособие назначается на каждого ребенка. 
руб ребёнок потребность ежемесячный инвалид;"Ежемесячное пособие на ребенка-инвалида с особыми потребностями в 2023 году - 19422 руб.
"
ребёнок инвалид потребность право родительский;"Гражданам, дети которых находятся на полном государственном обеспечении;
гражданам, лишенным родительских прав (ограниченных в родительских правах);
гражданам Российской Федерации, выехавшим на постоянное место жительства за пределы Российской Федерации."
ребёнок инвалид потребность гражданин просрочить;Паспорт гражданина РФ или временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
ребёнок потребность доверенность нотариально инвалид;1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
ребёнок потребность заявление выплата инвалид;Заявление о назначении выплаты.
документ инвалид потребность ребёнок;1. Документы, содержащие данные органов регистрационного учета заявителя и ребенка (детей), 2. Документы, подтверждающие наличие в семье детей. 3. Свидетельство о заключении (расторжении) брака, 4. Согласие на обработку персональных данных лица, не являющегося заявителем (представителем заявителя), 5. СНИЛС, 6. Реквизиты счета. 7. Индивидуальная программа реабилитации ребенка-инвалида (ИПР). 
удостоверять документ ребёнок потребность инвалид;"непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя"
удостоверять заявитель ребёнок потребность инвалид;" непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
- непредставление заявителем (представителем) согласия на обработку персональных данных лица, не являющегося заявителем (представителем) для предоставления государственной услуги необходима обработка персональных данных такого лица (лицо, который является отцом либо матерью ребенка в зависимости кто подает заявление на получение государственной услуги)."
ребёнок срок рабочий инвалид администрация;"не более 29 рабочих дней со дня поступления заявления в администрацию района.
Срок принятия администрацией района решение о назначении пособия или об отказе в его назначении - 10 рабочих дней со дня подачи заявления и документов в случае, если указанные документы не требуют проверки содержащихся в них сведений."
случай ребёнок потребность пасынки инвалид;"Только в случаях, прямо предусмотренных Социальным кодексом и Порядками №1 
и № 2. Пасынки и падчерицы учитываются в составе семьи, если они проживают совместно.
Пасынки и падчерицы – это ребенок (дети) одного из супругов по отношению 
к другому супругу, только в случае если брак между ними заключен.
"
ребёнок необходимый российский инвалид федерация;"На документах должен быть проставлен «апостиль» в соответствии с Гаагской конвенцией, отменяющей требование легализации иностранных официальных документов либо справка должна быть легализована консульским учреждением Российской Федерации за пределами территории Российской Федерации (Российская Федерация присоединилась 
к Гаагской конвенции с 31.05.1992).
В случае если между иностранным государством и Российской Федерацией заключен договор, отменяющий или упрощающий данную процедуру, или освобождает документ от легализации (второй абзац статьи 3 Гаагской конвенции), проставление «апостиль» 
не требуется, достаточно нотариально заверенного перевода на русский язык.
"
случай санкт место петербург жительство;"В случае установления места жительства семьи в Санкт-Петербурге по решению суда:
а) решение принимается администрацией района по месту жительства семьи, который указан в решении суда (как по аналогии с лицами «БОМЖ»);
б) пособия назначаются по срокам, как лицам, имеющим место жительства в Санкт-Петербурге. 
"
ребёнок соответствие одновременный инвалид рождение;"В соответствии с информацией, полученной посредством межведомственного взаимодействия от органов ЗАГСа, очередность рождения детей можно определить по актовой записи в свидетельствах о рождении.
"
основание инвалид ребёнок;"Ежемесячное пособие на ребенка-инвалида с особыми потребностями назначается ребенку-инвалиду в возрасте до 18 лет, у которого в индивидуальной программе реабилитации инвалида (ИПР ребенка-инвалида) или в индивидуальной программе реабилитации или абилитации ребенка-инвалида (ИПРА ребенка-инвалида), выданными федеральным государственным учреждением медико-социальной экспертизы, имеется запись о наличии третьей степени ограничения по одной из основных категорий жизнедеятельности.

Ежемесячное пособие на ребенка-инвалида с особыми потребностями назначается с даты освидетельствования, указанной в ИПР ребенка-инвалида или ИПРА ребенка-инвалида, если обращение последовало не позднее 6 месяцев со дня возникновения права, не считая месяца подачи заявления.


"
ребёнок место жительство условие инвалид;"Заявителем является законный представитель (родитель, усыновитель, опекун, попечитель) ребенка-инвалида с особыми потребностями в возрасте до 18 лет, при условии, что заявитель и ребенок, в отношении которого подается заявление, являются гражданами Российской Федерации, имеющими место жительства или место пребывания в Санкт-Петербурге, гражданами без определенного места жительства, лицами без гражданства, в том числе беженцами, имеющими место жительства или место пребывания в Санкт-Петербурге, иностранными гражданами, имеющими место жительство в Санкт-Петербурге.
"
оформлять инвалид наличие ребёнок;При наличии в семье двух и более детей пособие назначается на каждого ребенка. 
сумма руб ребёнок ежемесячный инвалид;"Ежемесячное пособие на ребенка-инвалида с особыми потребностями в 2023 году - 19422 руб.
"
ребёнок инвалид право положить родительский;"Гражданам, дети которых находятся на полном государственном обеспечении;
гражданам, лишенным родительских прав (ограниченных в родительских правах);
гражданам Российской Федерации, выехавшим на постоянное место жительства за пределы Российской Федерации."
документ ребёнок инвалид гражданин просрочить;Паспорт гражданина РФ или временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
документ ребёнок доверенность нотариально инвалид;1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
заявление выплата инвалид ребёнок;Заявление о назначении выплаты.
дополнительно документ инвалид ребёнок;1. Документы, содержащие данные органов регистрационного учета заявителя и ребенка (детей), 2. Документы, подтверждающие наличие в семье детей. 3. Свидетельство о заключении (расторжении) брака, 4. Согласие на обработку персональных данных лица, не являющегося заявителем (представителем заявителя), 5. СНИЛС, 6. Реквизиты счета. 7. Индивидуальная программа реабилитации ребенка-инвалида (ИПР). 
удостоверять документ ребёнок основание инвалид;"непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя"
удостоверять заявитель ребёнок основание инвалид;" непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
- непредставление заявителем (представителем) согласия на обработку персональных данных лица, не являющегося заявителем (представителем) для предоставления государственной услуги необходима обработка персональных данных такого лица (лицо, который является отцом либо матерью ребенка в зависимости кто подает заявление на получение государственной услуги)."
ребёнок срок рабочий инвалид администрация;"не более 29 рабочих дней со дня поступления заявления в администрацию района.
Срок принятия администрацией района решение о назначении пособия или об отказе в его назначении - 10 рабочих дней со дня подачи заявления и документов в случае, если указанные документы не требуют проверки содержащихся в них сведений."
случай пасынки инвалид ребёнок;"Только в случаях, прямо предусмотренных Социальным кодексом и Порядками №1 
и № 2. Пасынки и падчерицы учитываются в составе семьи, если они проживают совместно.
Пасынки и падчерицы – это ребенок (дети) одного из супругов по отношению 
к другому супругу, только в случае если брак между ними заключен.
"
ребёнок необходимый российский инвалид федерация;"На документах должен быть проставлен «апостиль» в соответствии с Гаагской конвенцией, отменяющей требование легализации иностранных официальных документов либо справка должна быть легализована консульским учреждением Российской Федерации за пределами территории Российской Федерации (Российская Федерация присоединилась 
к Гаагской конвенции с 31.05.1992).
В случае если между иностранным государством и Российской Федерацией заключен договор, отменяющий или упрощающий данную процедуру, или освобождает документ от легализации (второй абзац статьи 3 Гаагской конвенции), проставление «апостиль» 
не требуется, достаточно нотариально заверенного перевода на русский язык.
"
случай санкт место жительство инвалид;"В случае установления места жительства семьи в Санкт-Петербурге по решению суда:
а) решение принимается администрацией района по месту жительства семьи, который указан в решении суда (как по аналогии с лицами «БОМЖ»);
б) пособия назначаются по срокам, как лицам, имеющим место жительства в Санкт-Петербурге. 
"
ребёнок соответствие одновременный инвалид рождение;"В соответствии с информацией, полученной посредством межведомственного взаимодействия от органов ЗАГСа, очередность рождения детей можно определить по актовой записи в свидетельствах о рождении.
"
являться место услуга жительство условие;"заявитель (один из родителей или иной законный представитель (усыновитель, опекун, попечитель) ВИЧ-инфицированного ребенка в возрасте до 18 лет) является гражданином Российской Федерации, имеющим место жительства или место пребывания в Санкт-Петербурге, гражданином без определенного места жительства, лицом без гражданства, в том числе беженцем, имеющим место жительство или место пребывания в Санкт-Петербурге, иностранным гражданином, имеющим место жительства в Санкт-Петербурге;
- ребенок (дети) являются гражданами Российской Федерации, имеющими место жительства или место пребывания в Санкт-Петербурге, гражданами без определенного места жительства, лицами без гражданства, в том числе беженцами, имеющими место жительства или место пребывания в Санкт-Петербурге, иностранными гражданами, имеющими место жительство в Санкт-Петербурге.E3"
ребёнок услуга оформлять наличие рождение;При наличии в семье двух и более детей пособие назначается на каждого ребенка. 
ежемесячный услуга выплата вич сумма;"Ежемесячное пособие на ВИЧ-инфицированного ребенка в 2023 году: 8620 руб.
"
услуга положить право родительский;"Гражданам, дети которых находятся на полном государственном обеспечении;
гражданам, лишенным родительских прав (ограниченных в родительских правах);
гражданам Российской Федерации, выехавшим на постоянное место жительства за пределы Российской Федерации."
удостоверять документ личность гражданин просрочить;Паспорт гражданина РФ или временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
документ доверенность услуга нотариально предоставить;1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
младший услуга брать заявление;Заявление о назначении выплаты и заявление на открытие счета и предоставления карты «Детская» если ребенок младше 7 лет
услуга дополнительно документ ребёнок;1. Документы, содержащие данные органов регистрационного учета заявителя и ребенка (детей), 2. Документы, подтверждающие наличие в семье детей. 3. Свидетельство о заключении (расторжении) брака, 4. Согласие на обработку персональных данных лица, не являющегося заявителем (представителем заявителя), 5. СНИЛС, 6. Реквизиты счета после достижения 7 летнего возраста ребенка.  На детей в возрасте до 7 лет пособие перечисляется на пластиковую карту «Детская». 7. Справка о наличии ВИЧ-инфекции, выданная медицинской организацией в соответствии с приказом Министерства здравоохранения и социального развития Российской Федерации от 14.09.2020 № 972н «Об утверждении Порядка выдачи медицинскими организациями справок и медицинских заключений».
удостоверять документ отказ услуга основание;"непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя"
