Keywords;Answer
потеря кормилец документ выплата ежемесячный;"1. непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
2. непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя."
потеря кормилец услуга выплата ежемесячный;"1. представление неполных и (или) недостоверных сведений и документов, необходимых для назначения мер социальной поддержки и дополнительных мер социальной поддержки семьям, имеющим детей, обязанность представления которых возложена на заявителя;
2. отсутствие у заявителя права на получение компенсационной выплаты."
потеря кормилец услуга выплата ежемесячный;"не более 19 рабочих дней со дня поступления заявления в администрацию района.
Решение о предоставлении / возобновлении компенсационной выплаты или об отказе в предоставлении / возобновлении компенсационной выплаты осуществляется в течение 10 рабочих дней со дня подачи заявления со всеми необходимыми документами."
потеря кормилец выплата ежемесячный компенсационный;Да, необходимо запрашивать справку из субъекта Российской Федерации, где законные представители (один из законных представителей) и ребенок имеют постоянную регистрацию по месту жительства, о неполучении аналогичных выплат по месту их постоянной регистрации, так как данный документ есть в перечне необходимых к предоставлению документов.
январь ребёнок выплата период услуга;Право на ежемесячную денежную выплату возникает со дня рождения третьего и последующих детей, родившихся не ранее 01.01.2013 года или со дня усыновления третьего и последующих детей с 01.01.2016.
январь выплата ребёнок период повышенный;ЕДВ предоставляется семьям, в которых ребенок (дети) и один или оба родителя являются гражданами РФ, имеющими место жительства в Санкт-Петербурге.
январь ребёнок выплата период получение;Ежемесячная денежная выплата (ЕДВ) назначается, если семья является малообеспеченной (имеющая среднедушевой доход семьи ниже полуторакратного размера величины прожиточного минимума в расчете на душу населения, установленного в Санкт-Петербурге на 2022 год), с ежегодным подтверждением права на дату исполнения ребенку очередного полного года.
ребёнок январь выплата рождение период;ЕДВ назначается семье однократно на одного из детей, в том числе при рождении трех и более детей одновременно. Право на назначение ежемесячной денежной выплаты семьям при рождении (усыновлении) третьего или последующих детей сохраняется при условии рождения (усыновления) последующего ребенка в случае смерти ребенка до достижения возраста 3 лет, на которого семье была назначена ежемесячная денежная выплата. В иных случаях повторное назначение ЕДВ на другого ребенка невозможно
январь выплата ребёнок период повышенный;Ежемесячная денежная выплата составляет:  с 01.01.2023 - 14 641 руб.
январь выплата ребёнок период назначаться;"Ежемесячная выплата до достижения ребенком возраста трех лет из средств материнского (семейного) капитала не назначается на детей в отношении которых граждане являются получателями до окончания периода назначения:
- ежемесячной выплаты в связи с рождением (усыновлением) первого ребенка в период с 01.01.2018 до 01.01.2023;
- ежемесячной выплаты в связи с рождением (усыновлением) второго ребенка из средств материнского (семейного) капитала;
- ежемесячной денежной выплаты на третьего ребенка или последующих детей до достижения ребенком возраста трех лет."
январь ребёнок период личность выплата;паспорт гражданина РФ или временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта 
январь ребёнок выплата период представитель;"1. Документ, удостоверяющий личность представителя:
паспорт гражданина РФ или временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта;
- паспорт иностранного гражданина (с нотариально заверенным переводом на русский язык);
- вид на жительство;
- удостоверение беженца. 2. Доверенность, удостоверенная нотариально либо удостоверенная в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ или доверенность в простой письменной форме."
январь ребёнок выплата период заявитель;"1. Документы, подтверждающие наличие в семье детей 2. Свидетельство о заключении / расторжении брака 3. Документы, содержащие данные органов регистрационного учета заявителя и ребенка (детей) 4. Документы, подтверждающие статус неполной семьи 5. Документы (сведения) о доходах семьи за три месяца, предшествующих месяцу перед месяцем подачи заявления:
-сведения о доходах физических лиц из налоговой декларации формы 3-НДФЛ;
-сведения о доходах физического лица у налогового агента;
-сведения о доходах физических лиц по справкам 2-НДФЛ;
-сведения о доходах физических лиц, выплаченных налоговыми агентами;
-сведения о размере выплат за период (включая пенсию, доплаты, устанавливаемые  к пенсии, социальные выплаты и выплаты по уходу);
-сведения о социальном обеспечении граждан (в части выплат, компенсаций, доплат). 6. Документы об уплате алиментов одним из законных представителей на содержание несовершеннолетних детей, не проживающих всемье заявителя.7. СНИЛС 8. Согласие на обработку персональных данных (Представляется в случае если для предоставления государственной услуги необходима обработка персональных данных лица, который является отцом либо матерью ребенка в зависимости кто подает заявление на получение государственной услуги.)"
январь ребёнок выплата период документ;"1. непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
2. непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
3. непредставление заявителем (представителем) согласия на обработку персональных данных лица, не являющегося заявителем (представителем), в случае если для предоставления государственной услуги необходима обработка персональных данных такого лица."
январь ребёнок выплата период услуга;"1. отсутствие у заявителя права на получение ежемесячной денежной выплаты;
2. представление неполных и(или) недостоверных сведений и документов, необходимых для назначения мер социальной поддержки и дополнительных мер социальной поддержки семьям, имеющим детей, обязанность представления которых возложена на заявителя."
январь ребёнок период услуга выплата;"1. Не более 29 рабочих дней со дня подачи заявления со всеми необходимыми для предоставления государственной услуги документами в администрацию района.
2. Решение о назначении (возобновлении) ежемесячной выплаты или об отказе в ее назначении (возобновлении) принимается администрацией района в течение 10 рабочих дней со дня поступления заявления и документов в случае, если указанные документы не требуют проверки содержащихся в ней сведений. В случае обнаружения обстоятельств или документов, опровергающих достоверность сведений, представленных в подтверждение права на получение ежемесячной выплаты, или необходимости проведения проверки, срок принятия решения о назначении (возобновлении) ежемесячной выплаты или об отказе в их назначении продлевается на 10 рабочих дней.
О принятом решении администрация района информирует заявителя в течение пяти рабочих дней со дня принятия решения."
январь ребёнок период падчерица выплата;При определении права на ЕДВ учитываются дети, рожденные, усыновленные и воспитываемые в семье заявителя, в том числе совершеннолетние дети независимо от их места жительства, а также падчерицы и пасынки, воспитываемые в семье заявителя. При определении права умершие дети, рожденные (усыновленные) в семье заявителя, в составе семьи заявителя не учитываются.
январь ребёнок выплата период апостиль;"На документах должен быть проставлен «апостиль» в соответствии с Гаагской конвенцией, отменяющей требование легализации иностранных официальных документов либо справка должна быть легализована консульским учреждением Российской Федерации за пределами территории Российской Федерации (Российская Федерация присоединилась 
к Гаагской конвенции с 31.05.1992).
В случае если между иностранным государством и Российской Федерацией заключен договор, отменяющий или упрощающий данную процедуру, или освобождает документ от легализации (второй абзац статьи 3 Гаагской конвенции), проставление «апостиль» 
не требуется, достаточно нотариально заверенного перевода на русский язык.
"
январь ребёнок выплата период заявитель;"С 01.10.2020 выплаты по услуге могут осуществляться с предоставлением только карты «МИР». Также денежные выплаты могут быть перечислены на банковский счет, к которому не привязаны пластиковые банковские карты (например, сберегательный счет), или почтовым переводом.
"
выплата январь аналогичный ребёнок семья;Нет, не нужно, так как в комплекте документов указанная справка не требуется.
школьный услуга форма ежегодный компенсационный;Заявителем является один из законных представителей (родитель, усыновитель, опекун, попечитель) ребенка (детей), обучающегося в образовательной организации, реализующей программы начального общего, основного общего, среднего общего образования и среднего профессионального образования по программам подготовки квалифицированных рабочих (служащих), но не старше 18 лет, а также ребенка (детей), зачисленного на обучение в первый класс в образовательную организацию, реализующую образовательные программы начального общего образования, из многодетной семьи, в которой дети и один или оба родителя являются гражданами Российской Федерации, имеющими место жительства или место пребывания в Санкт-Петербурге.
школьный выплата форма ежегодный компенсационный;"Выплата не назначается:
- гражданам, дети которых находятся на полном государственном обеспечении;
- гражданам, лишенным родительских прав (ограниченным в родительских правах);
- гражданам Российской Федерации, выехавшим на постоянное место жительства за пределы Российской Федерации."
школьный форма многодетный семья заявление;Многодетным семьям, имеющим одновременно право на получение ежегодной денежной выплаты на школьную форму по нескольким основаниям в течение одного календарного года, предоставляется право на получение указанной меры социальной поддержки по одному из оснований.
школьный выплачивать форма ежегодный компенсационный;Размер ежегодной компенсационной выплаты составляет - с 01.01.2023 - 5 621 руб.
школьный личность форма ежегодный компенсационный;паспорт гражданина РФ или временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта И Паспорт гражданина РФ либо временное удостоверение личности, выданное на период его оформления, второго законного представителя детей – в случае подачи заявления от имени всех членов многодетной семьи.
школьный представитель форма ежегодный компенсационный;"1. Документ, удостоверяющий личность представителя:
- паспорт гражданина РФ или временное удостоверение личности, выдаваемое на период оформления паспорта;
- паспорт иностранного гражданина, вид на жительство - документ, выданный иностранному гражданину или лицу без гражданства для удостоверения личности и в подтверждение их права на постоянное проживание в РФ 2. Доверенность, удостоверенная нотариально либо удостоверенная в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ. или доверенность в простой письменной форме."
школьный заявитель форма ежегодный компенсационный;1. Документы, подтверждающие наличие в семье детей 2. Свидетельство о заключении / расторжении брака 3. Документы, содержащие данные органов регистрационного учета заявителя и ребенка (детей) 4. Документы, подтверждающие статус неполной семьи 5. Справка из образовательноой организации об обучении ребенка, либо о зачислении ребенка на обучение в первый класс 6. Справка из субъекта Российской Федерации, где законные представители (один из законных представителей) и ребенок имеют постоянную регистрацию по месту жительства, о неполучении аналогичных выплат по месту их постоянной регистрации. 7. СНИЛС 8. Согласие на обработку персональных данных (Представляется в случае если для предоставления государственной услуги необходима обработка персональных данных лица, который является отцом либо матерью ребенка в зависимости кто подает заявление на получение государственной услуги.)
школьный документ форма ежегодный компенсационный;"1. непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
2. непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
3. непредставление заявителем (представителем)согласия на обработку персональных данных лица, не являющегося заявителем (представителем) в случае если для предоставления государственной услуги необходима обработка персональных данных такого лица."
школьный услуга форма ежегодный компенсационный;"1. представление не полных и(или) недостоверных сведений и документов, необходимых для назначения мер социальной поддержки и дополнительных мер социальной поддержки семьям, имеющим детей, обязанность представления которых возложена на заявителя;
2. предоставление аналогичного вида меры социальной поддрежки на территории другого субъекта Российской Федерации;
3. отсутствие у заявителя права на получение ежегодной денежной выплаты."
школьный услуга форма ежегодный компенсационный;Срок предоставления государственной услуги не более 44 рабочих дней со дня поступления заявления в администрацию района.
школьный апостиль форма ежегодный компенсационный;"На документах должен быть проставлен «апостиль» в соответствии с Гаагской конвенцией, отменяющей требование легализации иностранных официальных документов либо справка должна быть легализована консульским учреждением Российской Федерации за пределами территории Российской Федерации (Российская Федерация присоединилась 
к Гаагской конвенции с 31.05.1992).
В случае если между иностранным государством и Российской Федерацией заключен договор, отменяющий или упрощающий данную процедуру, или освобождает документ от легализации (второй абзац статьи 3 Гаагской конвенции), проставление «апостиль» 
не требуется, достаточно нотариально заверенного перевода на русский язык.
"
школьный выплата форма ежегодный компенсационный;Да, необходимо запрашивать справку из субъекта Российской Федерации, где законные представители (один из законных представителей) и ребенок имеют постоянную регистрацию по месту жительства, о неполучении аналогичных выплат по месту их постоянной регистрации, так как данный документ есть в перечне необходимых к предоставлению документов.
многодетность услуга свидетельство выдача многодетный;Заявителем является один из законных представителей (единственный законный представитель) детей из многодетной семьи, в которой дети и один или оба родителя должны являться гражданами Российской Федерации, имеющими место жительства или место пребывания в Санкт-Петербургe.
свидетельство многодетность семья выдача многодетный;Свидетельство многодетной семьи в Санкт-Петербурге выдается на каждого члена многодетной семьи.
свидетельство владелец многодетность выдача многодетный;"1. Дает право на оплату проезда железнодорожным транспортом общего пользования в поездах пригородного сообщения в период с 27 апреля по 31 октября включительно с 90 % скидкой от действующего тарифа 2. Дает право на бесплатное посещение за счет средств бюджета Санкт-Петербурга музеев, парков культуры и отдыха, находящихся в ведении исполнительных органов государственной власти Санкт-Петербурга, а также выставок, организацию которых осуществляют исполнительные органы государственной власти Санкт-Петербурга. 3. Обратиться через МФЦ с заявлением на льготу по уплате транспортного налога для транспортных средств, уплата налога по которым предусмотрена на территории Санкт-Петербурга.
От уплаты налога освобождаются следующие категории граждан, зарегистрированных по месту жительства в Санкт-Петербурге:
- один из родителей (усыновителей), опекунов (попечителей), имеющих 
в составе семьи четырех и более детей в возрасте до 18 лет (до 31.12.2017 включительно);
- один из родителей (усыновителей), опекунов (попечителей), имеющих 
в составе семьи трех и более детей в возрасте до 18 лет (с 01.01.2018).
Льгота предоставляется на одно транспортное средство, зарегистрированное на гражданина указанной категории, при условии, что данное транспортное средство имеет мощность двигателя до 150 лошадиных сил включительно.
"
многодетный семья свидетельство многодетность выдача;дети и один или оба родителя должны являться гражданами Российской Федерации, имеющими место жительства или место пребывания в Санкт-Петербургe.
многодетность личность свидетельство выдача многодетный;паспорт гражданина РФ или временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта И Паспорт гражданина РФ либо временное удостоверение личности, выданное на период его оформления, второго законного представителя детей – в случае подачи заявления от имени всех членов многодетной семьи.
многодетность представитель свидетельство выдача многодетный;"1. Документ, удостоверяющий личность представителя:
- паспорт гражданина РФ или временное удостоверение личности, выдаваемое на период оформления паспорта;
- паспорт иностранного гражданина, вид на жительство - документ, выданный иностранному гражданину или лицу без гражданства для удостоверения личности и в подтверждение их права на постоянное проживание в РФ 2. Доверенность, удостоверенная нотариально либо удостоверенная в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ. или доверенность в простой письменной форме. 3. акт государственного органа  или органа местного самоуправления, подтверждающий полномочия законного представителя."
многодетность заявитель свидетельство выдача многодетный;"1. Сведения о регистрации гражданина по месту жительства (по месту пребывания) на территории Санкт-Петербурга (на каждого члена многодетной семьи)
- решение суда об установлении места жительства или места пребывания в Санкт-Петербурге (при наличии). 2. Документы, подтверждающие наличие детей в семье:
- свидетельства о рождении детей, выданные органами ЗАГС РФ;
- свидетельство об установлении отцовства, выданное органами ЗАГС РФ;
- акт органа опеки и попечительства об установлении над ребенком опеки или попечительства, выданный на территории РФ (в отношении детей, находящихся под опекой или попечительством, переданных на воспитание в приемную семью). ИЛИ Документы, подтверждающие наличие в семье детей:
- свидетельство о рождении или документ, подтверждающий факт рождения и регистрации ребенка, выданные компетентными органами иностранного государства и их нотариально удостоверенные переводы на русский язык;
или
- документ, подтверждающий факт рождения и регистрации ребенка, выданный и удостоверенный штампом ""апостиль"" компетентным органом иностранного государства, с удостоверенным в установленном законодательством РФ порядке переводом на русский язык (при рождении ребенка на территории иностранного государства, являющегося участником Конвенции, отменяющей требование легализации иностранных официальных документов, заключенной в Гааге 05.10.1961 (далее-Конвенция));
или
-  документ, подтверждающий факт рождения и регистрации ребенка, выданный компетентным органом иностранного государства, переведенный на русский язык и легализованный консульским учреждением РФ за пределами территории РФ (при рождении ребенка на территории иностранного государства, не являющегося участником Конвенции);
или
- свидетельство о рождении ребенка, выданное консульским учреждением РФ за пределами территории РФ (при рождении ребенка на территории иностранного государства в случаях,когда регистрация рождения ребенка произведена компетентным органом иностранного государства);
или
- свидетельство об усыновлении (в случае усыновления ребенка в возрасте до шести месяцев);
или
- свидетельство об установлении отцовства, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык. 3. Свидетельство о заключении (расторжении) брака. 4. СНИЛС 5. Согласие на обработку персональных данных от второго родителя - в случае подачи заявителем заявления от имени всех членов многодетной семьи."
многодетность документ свидетельство выдача многодетный;"1. непредставление заявителем (представителем) документа, удостоверяющего личность или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
2. непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
3. непредставление заявителем (представителем) согласия на обработку персональных данных членов семьи (в случае подачи заявления от имени всех членов многодетной семьи)"
многодетность услуга свидетельство выдача многодетный;"1. отсутствие у заявителя права на выдачу свидетельства;
2. представление неполных и (или) недостоверных сведений и документов, необходимых для назначения мер социальной поддержки и дополнительных мер социальной поддержки семьям, имеющим детей, обязанность представления которых возложена на заявителя."
многодетность услуга свидетельство выдача многодетный;Срок предоставления государственной услуги не более 28 рабочих дней с момента регистрации заявления.
многодетность апостиль свидетельство выдача многодетный;"На документах должен быть проставлен «апостиль» в соответствии с Гаагской конвенцией, отменяющей требование легализации иностранных официальных документов либо справка должна быть легализована консульским учреждением Российской Федерации за пределами территории Российской Федерации (Российская Федерация присоединилась 
к Гаагской конвенции с 31.05.1992).
В случае если между иностранным государством и Российской Федерацией заключен договор, отменяющий или упрощающий данную процедуру, или освобождает документ от легализации (второй абзац статьи 3 Гаагской конвенции), проставление «апостиль» 
не требуется, достаточно нотариально заверенного перевода на русский язык.
"
путинский получение выплата ежемесячный связь;"Право на получение ежемесячной выплаты в связи с рождением (усыновлением) первого ребенка возникает в случае, если ребенок рожден (усыновлен) в период с 1 января 2018 года до 1 января 2023 года, является гражданином Российской Федерации и если размер среднедушевого дохода семьи не превышает 2-кратную величину прожиточного минимума трудоспособного населения, установленную в Санкт-Петербурге на дату обращения:
- женщине, родившей (усыновившей) первого ребенка начиная с 1 января 2018 года до 1 января 2023 года;
- отцу (усыновителю), в случае смерти женщины, объявления ее умершей, лишения ее родительских прав, а также в случае отмены усыновления
либо
- опекуну ребенка, в случае смерти женщины, отца (усыновителя), объявления их умершими, лишения их родительских прав или в случае отмены усыновления ребенка."
путинский получение выплата ежемесячный связь;Гражданин имеет право подать заявление о назначении ежемесячной выплаты в связи с рождением (усыновлением) первого ребенка в любое время в течение трех лет со дня рождения ребенка (если ребенок рожден с 01.01.2018 по 31.12.2022)
выплата путинский ежемесячный связь рождение;В 2023 году ежемесячная выплата в связи с рождением (усыновлением) первого ребенка осуществляется в размере прожиточного минимума для детей , установленном в Санкт-Петербурге на дату обращения.
путинский выплата семья ежемесячный связь;В состав семьи, учитываемый при расчете среднедушевого дохода семьи, включаются родитель (в том числе усыновитель), опекун ребенка, в связи с рождением (усыновлением) которого у гражданина возникло право на получение ежемесячной выплаты, супруг (супруга) такого гражданина, несовершеннолетние дети.
путинский выплата семья ежемесячный связь;"В состав семьи, учитываемый при расчете среднедушевого дохода семьи, не включаются:
- лица, отбывающие наказание в виде лишения свободы, лица, в отношении которых применена мера пресечения в виде заключения под стражу, лица, находящиеся на принудительном лечении по решению суда, а также лица, лишенные родительских прав либо ограниченные в родительских правах;
- лица, находящиеся на полном государственном обеспечении."
путинский личность выплата ежемесячный связь;паспорт гражданина РФ или временное удостоверение личности, выданное на период его замены (не должно быть просрочено).
